Date,Time,Symbol,Close,Volume
11/10/2015,3:00:00 AM,BTCUSD,246.3,0
12/10/2015,2:00:00 AM,BTCUSD,247.6,3.4
12/10/2015,1:00:00 AM,BTCUSD,247.6,0
12/10/2015,12:00:00 PM,BTCUSD,247.6,0.22
12/10/2015,11:00:00 PM,BTCUSD,247.6,1.96
12/10/2015,10:00:00 PM,BTCUSD,247.6,4.399
12/10/2015,9:00:00 PM,BTCUSD,247.62,0
12/10/2015,8:00:00 PM,BTCUSD,247.62,0.2499
12/10/2015,7:00:00 PM,BTCUSD,247.91,1.96
12/10/2015,6:00:00 PM,BTCUSD,247.62,4.91
12/10/2015,5:00:00 PM,BTCUSD,247.62,0.42
12/10/2015,4:00:00 PM,BTCUSD,247.62,25.638
12/10/2015,3:00:00 PM,BTCUSD,247.72,0
12/10/2015,2:00:00 PM,BTCUSD,247.72,9.79027351
12/10/2015,1:00:00 PM,BTCUSD,248.71,0.41
12/10/2015,12:00:00 PM,BTCUSD,248.71,0
12/10/2015,11:00:00 AM,BTCUSD,248.71,0.86
12/10/2015,10:00:00 AM,BTCUSD,248.71,0
12/10/2015,9:00:00 AM,BTCUSD,248.71,0
12/10/2015,8:00:00 AM,BTCUSD,248.71,0
12/10/2015,7:00:00 AM,BTCUSD,248.71,0.23
12/10/2015,6:00:00 AM,BTCUSD,248.98,7.9387
12/10/2015,5:00:00 AM,BTCUSD,249,0
12/10/2015,4:00:00 AM,BTCUSD,249,0
12/10/2015,3:00:00 AM,BTCUSD,249,0.40160642
13/10/2015,2:00:00 AM,BTCUSD,250.42,16.15
13/10/2015,1:00:00 AM,BTCUSD,250,0.014
13/10/2015,12:00:00 PM,BTCUSD,250.35,0
13/10/2015,11:00:00 PM,BTCUSD,250.35,0.685439642
13/10/2015,10:00:00 PM,BTCUSD,250.35,3.550604799
13/10/2015,9:00:00 PM,BTCUSD,249.92,4.79958152
13/10/2015,8:00:00 PM,BTCUSD,250,0.0365496
13/10/2015,7:00:00 PM,BTCUSD,250.28,0.00395556
13/10/2015,6:00:00 PM,BTCUSD,250.8,14.75108593
13/10/2015,5:00:00 PM,BTCUSD,251.35,7.110836137
13/10/2015,4:00:00 PM,BTCUSD,251.45,0
13/10/2015,3:00:00 PM,BTCUSD,251.45,2.805
13/10/2015,2:00:00 PM,BTCUSD,252.87,29.26577102
13/10/2015,1:00:00 PM,BTCUSD,248.3,0.88
13/10/2015,12:00:00 PM,BTCUSD,248.3,0
13/10/2015,11:00:00 AM,BTCUSD,248.3,0.43
13/10/2015,10:00:00 AM,BTCUSD,248,13.29138404
13/10/2015,9:00:00 AM,BTCUSD,246.4,5.05097906
13/10/2015,8:00:00 AM,BTCUSD,245.75,0
13/10/2015,7:00:00 AM,BTCUSD,245.75,0
13/10/2015,6:00:00 AM,BTCUSD,245.75,2
13/10/2015,5:00:00 AM,BTCUSD,245.75,3.174
13/10/2015,4:00:00 AM,BTCUSD,247.1,6.202180531
13/10/2015,3:00:00 AM,BTCUSD,247.24,5.22438856
14/10/2015,2:00:00 AM,BTCUSD,253,12.98
14/10/2015,1:00:00 AM,BTCUSD,254.19,12.157
14/10/2015,12:00:00 PM,BTCUSD,254.07,0.04336008
14/10/2015,11:00:00 PM,BTCUSD,254.19,0.468111104
14/10/2015,10:00:00 PM,BTCUSD,253.92,0.30691048
14/10/2015,9:00:00 PM,BTCUSD,254.32,27
14/10/2015,8:00:00 PM,BTCUSD,254.55,2.01
14/10/2015,7:00:00 PM,BTCUSD,253.63,7.99
14/10/2015,6:00:00 PM,BTCUSD,253,7.4660299
14/10/2015,5:00:00 PM,BTCUSD,251.53,0
14/10/2015,4:00:00 PM,BTCUSD,251.53,0.73
14/10/2015,3:00:00 PM,BTCUSD,251.15,0
14/10/2015,2:00:00 PM,BTCUSD,251.15,7.137
14/10/2015,1:00:00 PM,BTCUSD,251.15,0
14/10/2015,12:00:00 PM,BTCUSD,251.15,0.08
14/10/2015,11:00:00 AM,BTCUSD,251.15,27.5289678
14/10/2015,10:00:00 AM,BTCUSD,251,0.79797376
14/10/2015,9:00:00 AM,BTCUSD,250.89,0
14/10/2015,8:00:00 AM,BTCUSD,250.89,25
14/10/2015,7:00:00 AM,BTCUSD,250.7,24
14/10/2015,6:00:00 AM,BTCUSD,251,0
14/10/2015,5:00:00 AM,BTCUSD,251,0
14/10/2015,4:00:00 AM,BTCUSD,251,46.9773968
14/10/2015,3:00:00 AM,BTCUSD,251.08,8.88401205
15/10/2015,2:00:00 AM,BTCUSD,255.31,26.07481992
15/10/2015,1:00:00 AM,BTCUSD,255.2,43.51297857
15/10/2015,12:00:00 PM,BTCUSD,255.2,74.58727392
15/10/2015,11:00:00 PM,BTCUSD,256.33,3.081174968
15/10/2015,10:00:00 PM,BTCUSD,258.86,38.1999812
15/10/2015,9:00:00 PM,BTCUSD,256.25,99.96056775
15/10/2015,8:00:00 PM,BTCUSD,255.4,15.58050002
15/10/2015,7:00:00 PM,BTCUSD,255,1.00049998
15/10/2015,6:00:00 PM,BTCUSD,255.31,11.85125187
15/10/2015,5:00:00 PM,BTCUSD,255.45,10
15/10/2015,4:00:00 PM,BTCUSD,255.47,8.438029683
15/10/2015,3:00:00 PM,BTCUSD,255.47,0
15/10/2015,2:00:00 PM,BTCUSD,255.47,0
15/10/2015,1:00:00 PM,BTCUSD,255.47,0
15/10/2015,12:00:00 PM,BTCUSD,255.47,22.37467032
15/10/2015,11:00:00 AM,BTCUSD,253.64,0.8064875
15/10/2015,10:00:00 AM,BTCUSD,255.9,0
15/10/2015,9:00:00 AM,BTCUSD,255.9,0
15/10/2015,8:00:00 AM,BTCUSD,255.9,0.05
15/10/2015,7:00:00 AM,BTCUSD,254.59,0
15/10/2015,6:00:00 AM,BTCUSD,254.59,15.73250744
15/10/2015,5:00:00 AM,BTCUSD,255,13.124208
15/10/2015,4:00:00 AM,BTCUSD,253,0
15/10/2015,3:00:00 AM,BTCUSD,253,0
16/10/2015,2:00:00 AM,BTCUSD,264,4.755215246
16/10/2015,1:00:00 AM,BTCUSD,263.25,10.2028834
16/10/2015,12:00:00 PM,BTCUSD,263.1,16.183
16/10/2015,11:00:00 PM,BTCUSD,263.05,102.9569411
16/10/2015,10:00:00 PM,BTCUSD,265.7,60.65499627
16/10/2015,9:00:00 PM,BTCUSD,269.99,100.8713442
16/10/2015,8:00:00 PM,BTCUSD,268.66,11.85462628
16/10/2015,7:00:00 PM,BTCUSD,268.83,0.788414569
16/10/2015,6:00:00 PM,BTCUSD,265.42,72.01735586
16/10/2015,5:00:00 PM,BTCUSD,263,36.08920169
16/10/2015,4:00:00 PM,BTCUSD,263,12.00952831
16/10/2015,3:00:00 PM,BTCUSD,261.5,4.871317433
16/10/2015,2:00:00 PM,BTCUSD,259.2,0
16/10/2015,1:00:00 PM,BTCUSD,259.2,9.784
16/10/2015,12:00:00 PM,BTCUSD,260,8.615932201
16/10/2015,11:00:00 AM,BTCUSD,256.21,0
16/10/2015,10:00:00 AM,BTCUSD,256.21,4
16/10/2015,9:00:00 AM,BTCUSD,258.98,10.67536371
16/10/2015,8:00:00 AM,BTCUSD,258.98,25.34736523
16/10/2015,7:00:00 AM,BTCUSD,258.98,6.243828303
16/10/2015,6:00:00 AM,BTCUSD,257.19,4.155621132
16/10/2015,5:00:00 AM,BTCUSD,256.63,22.30381117
16/10/2015,4:00:00 AM,BTCUSD,255.13,10.99342288
16/10/2015,3:00:00 AM,BTCUSD,255.31,17.9908387
17/10/2015,2:00:00 AM,BTCUSD,272.47,4.718268027
17/10/2015,1:00:00 AM,BTCUSD,272.47,0.404061963
17/10/2015,12:00:00 PM,BTCUSD,270,2.38832999
17/10/2015,11:00:00 PM,BTCUSD,267.71,1.94031
17/10/2015,10:00:00 PM,BTCUSD,268,0.89955
17/10/2015,9:00:00 PM,BTCUSD,270,0.0485
17/10/2015,8:00:00 PM,BTCUSD,271.16,0
17/10/2015,7:00:00 PM,BTCUSD,271.16,21.67256237
17/10/2015,6:00:00 PM,BTCUSD,273.5,20.06797367
17/10/2015,5:00:00 PM,BTCUSD,274,33.4550018
17/10/2015,4:00:00 PM,BTCUSD,274.14,1.48
17/10/2015,3:00:00 PM,BTCUSD,274.14,1.004998195
17/10/2015,2:00:00 PM,BTCUSD,274.19,0
17/10/2015,1:00:00 PM,BTCUSD,274.19,0
17/10/2015,12:00:00 PM,BTCUSD,274.19,3.23
17/10/2015,11:00:00 AM,BTCUSD,274.19,1.27068
17/10/2015,10:00:00 AM,BTCUSD,269.87,0.07171407
17/10/2015,9:00:00 AM,BTCUSD,274.58,0.099757889
17/10/2015,8:00:00 AM,BTCUSD,270.91,84.62
17/10/2015,7:00:00 AM,BTCUSD,274.6,2.49
17/10/2015,6:00:00 AM,BTCUSD,270,2.5
17/10/2015,5:00:00 AM,BTCUSD,270,7.392243406
17/10/2015,4:00:00 AM,BTCUSD,265.18,39.39158169
17/10/2015,3:00:00 AM,BTCUSD,264.38,4.92431789
18/10/2015,2:00:00 AM,BTCUSD,268.46,0
18/10/2015,1:00:00 AM,BTCUSD,268.46,0
18/10/2015,12:00:00 PM,BTCUSD,268.46,0.371566056
18/10/2015,11:00:00 PM,BTCUSD,264.02,0
18/10/2015,10:00:00 PM,BTCUSD,264.02,0
18/10/2015,9:00:00 PM,BTCUSD,264.02,1.07
18/10/2015,8:00:00 PM,BTCUSD,267.75,0
18/10/2015,7:00:00 PM,BTCUSD,267.75,17.65689258
18/10/2015,6:00:00 PM,BTCUSD,268.75,2.3574558
18/10/2015,5:00:00 PM,BTCUSD,268.5,0.19523277
18/10/2015,4:00:00 PM,BTCUSD,272.44,0
18/10/2015,3:00:00 PM,BTCUSD,272.44,0
18/10/2015,2:00:00 PM,BTCUSD,272.44,0
18/10/2015,1:00:00 PM,BTCUSD,272.44,0.09469975
18/10/2015,12:00:00 PM,BTCUSD,274.66,0
18/10/2015,11:00:00 AM,BTCUSD,274.66,0.8
18/10/2015,10:00:00 AM,BTCUSD,274.45,0
18/10/2015,9:00:00 AM,BTCUSD,274.45,1.815312388
18/10/2015,8:00:00 AM,BTCUSD,274.22,0
18/10/2015,7:00:00 AM,BTCUSD,274.22,0.0909124
18/10/2015,6:00:00 AM,BTCUSD,269.26,0.006
18/10/2015,5:00:00 AM,BTCUSD,271.65,7.508763383
18/10/2015,4:00:00 AM,BTCUSD,274.5,16.3857
18/10/2015,3:00:00 AM,BTCUSD,274.39,0.489137592
19/10/2015,2:00:00 AM,BTCUSD,266.33,42.73925601
19/10/2015,1:00:00 AM,BTCUSD,266.02,0.004
19/10/2015,12:00:00 PM,BTCUSD,272.5,3.227182087
19/10/2015,11:00:00 PM,BTCUSD,265.06,7.922
19/10/2015,10:00:00 PM,BTCUSD,272.5,7.84946123
19/10/2015,9:00:00 PM,BTCUSD,268.51,8.244050682
19/10/2015,8:00:00 PM,BTCUSD,270,31.21744302
19/10/2015,7:00:00 PM,BTCUSD,274.77,7.407312329
19/10/2015,6:00:00 PM,BTCUSD,268.5,6.31573334
19/10/2015,5:00:00 PM,BTCUSD,267.89,42.49524108
19/10/2015,4:00:00 PM,BTCUSD,267.39,17.51813019
19/10/2015,3:00:00 PM,BTCUSD,268.81,0.224
19/10/2015,2:00:00 PM,BTCUSD,269.99,0
19/10/2015,1:00:00 PM,BTCUSD,269.99,0
19/10/2015,12:00:00 PM,BTCUSD,269.99,0
19/10/2015,11:00:00 AM,BTCUSD,269.99,0
19/10/2015,10:00:00 AM,BTCUSD,269.99,0
19/10/2015,9:00:00 AM,BTCUSD,269.99,0
19/10/2015,8:00:00 AM,BTCUSD,269.99,0
19/10/2015,7:00:00 AM,BTCUSD,269.99,0
19/10/2015,6:00:00 AM,BTCUSD,269.99,0
19/10/2015,5:00:00 AM,BTCUSD,269.99,0.5
19/10/2015,4:00:00 AM,BTCUSD,268.46,0
19/10/2015,3:00:00 AM,BTCUSD,268.46,0
20/10/2015,2:00:00 AM,BTCUSD,272,2.63582215
20/10/2015,1:00:00 AM,BTCUSD,272.1,0.003
20/10/2015,12:00:00 PM,BTCUSD,272,7.61217526
20/10/2015,11:00:00 PM,BTCUSD,274.42,22.23858823
20/10/2015,10:00:00 PM,BTCUSD,274,4.22411678
20/10/2015,9:00:00 PM,BTCUSD,272.35,0.134497675
20/10/2015,8:00:00 PM,BTCUSD,270.97,1.208651675
20/10/2015,7:00:00 PM,BTCUSD,275.99,7.2
20/10/2015,6:00:00 PM,BTCUSD,275.99,7.114
20/10/2015,5:00:00 PM,BTCUSD,271.12,1
20/10/2015,4:00:00 PM,BTCUSD,268.76,0.28
20/10/2015,3:00:00 PM,BTCUSD,273.87,0
20/10/2015,2:00:00 PM,BTCUSD,273.87,0
20/10/2015,1:00:00 PM,BTCUSD,273.87,2.361
20/10/2015,12:00:00 PM,BTCUSD,268.38,0
20/10/2015,11:00:00 AM,BTCUSD,268.38,0.0508
20/10/2015,10:00:00 AM,BTCUSD,266.89,0
20/10/2015,9:00:00 AM,BTCUSD,266.89,0
20/10/2015,8:00:00 AM,BTCUSD,266.89,11.68780347
20/10/2015,7:00:00 AM,BTCUSD,270.99,19.13193113
20/10/2015,6:00:00 AM,BTCUSD,273.87,17.30465075
20/10/2015,5:00:00 AM,BTCUSD,270.3,0
20/10/2015,4:00:00 AM,BTCUSD,270.3,38.97419378
20/10/2015,3:00:00 AM,BTCUSD,266.89,18.50819864
21/10/2015,2:00:00 AM,BTCUSD,272,13.68451744
21/10/2015,1:00:00 AM,BTCUSD,271.64,0.5
21/10/2015,12:00:00 PM,BTCUSD,272,88.93398065
21/10/2015,11:00:00 PM,BTCUSD,271.93,71.10380603
21/10/2015,10:00:00 PM,BTCUSD,271.25,0
21/10/2015,9:00:00 PM,BTCUSD,271.25,3.68663594
21/10/2015,8:00:00 PM,BTCUSD,271.3,23.49783112
21/10/2015,7:00:00 PM,BTCUSD,271.5,5.63949239
21/10/2015,6:00:00 PM,BTCUSD,271.5,10
21/10/2015,5:00:00 PM,BTCUSD,271.5,81.21135161
21/10/2015,4:00:00 PM,BTCUSD,272,10.00156495
21/10/2015,3:00:00 PM,BTCUSD,272.1,0.08
21/10/2015,2:00:00 PM,BTCUSD,272,13.85
21/10/2015,1:00:00 PM,BTCUSD,269.5,31.22258719
21/10/2015,12:00:00 PM,BTCUSD,272.45,0
21/10/2015,11:00:00 AM,BTCUSD,272.45,0.37
21/10/2015,10:00:00 AM,BTCUSD,272.47,1.15
21/10/2015,9:00:00 AM,BTCUSD,272.47,16.25051663
21/10/2015,8:00:00 AM,BTCUSD,272.47,0
21/10/2015,7:00:00 AM,BTCUSD,272.47,1
21/10/2015,6:00:00 AM,BTCUSD,272.5,0
21/10/2015,5:00:00 AM,BTCUSD,272.5,0.94800167
21/10/2015,4:00:00 AM,BTCUSD,272.25,2.06
21/10/2015,3:00:00 AM,BTCUSD,272.25,0.77
22/10/2015,2:00:00 AM,BTCUSD,276.92,0.27083634
22/10/2015,1:00:00 AM,BTCUSD,276.89,0.03778421
22/10/2015,12:00:00 PM,BTCUSD,276.92,7.952629452
22/10/2015,11:00:00 PM,BTCUSD,276.85,122.7489309
22/10/2015,10:00:00 PM,BTCUSD,276.74,0.99312334
22/10/2015,9:00:00 PM,BTCUSD,276.75,21.00818913
22/10/2015,8:00:00 PM,BTCUSD,276.75,25.0896232
22/10/2015,7:00:00 PM,BTCUSD,276.62,38.69153922
22/10/2015,6:00:00 PM,BTCUSD,278.7,32.25876338
22/10/2015,5:00:00 PM,BTCUSD,278.77,33.5600301
22/10/2015,4:00:00 PM,BTCUSD,278.88,103.066062
22/10/2015,3:00:00 PM,BTCUSD,278.87,50.09744467
22/10/2015,2:00:00 PM,BTCUSD,279.98,2.785520784
22/10/2015,1:00:00 PM,BTCUSD,277.05,5.161702306
22/10/2015,12:00:00 PM,BTCUSD,275,0.12521819
22/10/2015,11:00:00 AM,BTCUSD,273,61.23985582
22/10/2015,10:00:00 AM,BTCUSD,271.7,5
22/10/2015,9:00:00 AM,BTCUSD,271.63,44.96327809
22/10/2015,8:00:00 AM,BTCUSD,271.5,0
22/10/2015,7:00:00 AM,BTCUSD,271.5,0
22/10/2015,6:00:00 AM,BTCUSD,271.5,0
22/10/2015,5:00:00 AM,BTCUSD,271.5,14.90910182
22/10/2015,4:00:00 AM,BTCUSD,271.26,5.12862009
22/10/2015,3:00:00 AM,BTCUSD,271.26,0.002
23/10/2015,2:00:00 AM,BTCUSD,280.25,44.49007
23/10/2015,1:00:00 AM,BTCUSD,280.19,1.08
23/10/2015,12:00:00 PM,BTCUSD,280.19,0.11568624
23/10/2015,11:00:00 PM,BTCUSD,280.19,66.61236255
23/10/2015,10:00:00 PM,BTCUSD,280.89,0.08
23/10/2015,9:00:00 PM,BTCUSD,280.51,24.77617521
23/10/2015,8:00:00 PM,BTCUSD,280.89,34.40494772
23/10/2015,7:00:00 PM,BTCUSD,280.89,25.4737533
23/10/2015,6:00:00 PM,BTCUSD,280.91,26.47835228
23/10/2015,5:00:00 PM,BTCUSD,281,50.49520664
23/10/2015,4:00:00 PM,BTCUSD,279.86,1.14
23/10/2015,3:00:00 PM,BTCUSD,279.86,109.8357309
23/10/2015,2:00:00 PM,BTCUSD,279.87,0
23/10/2015,1:00:00 PM,BTCUSD,279.87,0
23/10/2015,12:00:00 PM,BTCUSD,279.87,25
23/10/2015,11:00:00 AM,BTCUSD,280.28,16.61275303
23/10/2015,10:00:00 AM,BTCUSD,279.88,26.03717171
23/10/2015,9:00:00 AM,BTCUSD,279.88,0.25
23/10/2015,8:00:00 AM,BTCUSD,279.89,41.61050894
23/10/2015,7:00:00 AM,BTCUSD,276.92,65.2
23/10/2015,6:00:00 AM,BTCUSD,278.25,44.1141969
23/10/2015,5:00:00 AM,BTCUSD,278.33,0.750647364
23/10/2015,4:00:00 AM,BTCUSD,278.3,20.7330219
23/10/2015,3:00:00 AM,BTCUSD,276.92,9.202228648
24/10/2015,2:00:00 AM,BTCUSD,285,9.463846619
24/10/2015,1:00:00 AM,BTCUSD,283.04,25.558
24/10/2015,12:00:00 PM,BTCUSD,282.64,25
24/10/2015,11:00:00 PM,BTCUSD,281.14,1.883445793
24/10/2015,10:00:00 PM,BTCUSD,281.3,0
24/10/2015,9:00:00 PM,BTCUSD,281.3,0
24/10/2015,8:00:00 PM,BTCUSD,281.3,7.51705999
24/10/2015,7:00:00 PM,BTCUSD,283.42,0
24/10/2015,6:00:00 PM,BTCUSD,283.42,104.5997436
24/10/2015,5:00:00 PM,BTCUSD,281.42,0
24/10/2015,4:00:00 PM,BTCUSD,281.42,0
24/10/2015,3:00:00 PM,BTCUSD,281.42,0.496130347
24/10/2015,2:00:00 PM,BTCUSD,281.38,0.40371032
24/10/2015,1:00:00 PM,BTCUSD,280.97,0
24/10/2015,12:00:00 PM,BTCUSD,280.97,0
24/10/2015,11:00:00 AM,BTCUSD,280.97,0
24/10/2015,10:00:00 AM,BTCUSD,280.97,0
24/10/2015,9:00:00 AM,BTCUSD,280.97,2.054103097
24/10/2015,8:00:00 AM,BTCUSD,280.97,25
24/10/2015,7:00:00 AM,BTCUSD,281.62,2.61182515
24/10/2015,6:00:00 AM,BTCUSD,281.78,72.48581193
24/10/2015,5:00:00 AM,BTCUSD,280.23,39.22687705
24/10/2015,4:00:00 AM,BTCUSD,280.25,0.00702943
24/10/2015,3:00:00 AM,BTCUSD,280.25,77.2769015
25/10/2015,2:00:00 AM,BTCUSD,285.01,3.40737596
25/10/2015,1:00:00 AM,BTCUSD,291,1.706611511
25/10/2015,12:00:00 PM,BTCUSD,287.39,6.14446619
25/10/2015,11:00:00 PM,BTCUSD,294,1.75609473
25/10/2015,10:00:00 PM,BTCUSD,294.59,0
25/10/2015,9:00:00 PM,BTCUSD,294.59,0.002
25/10/2015,8:00:00 PM,BTCUSD,296.22,0
25/10/2015,7:00:00 PM,BTCUSD,296.22,6.977819251
25/10/2015,6:00:00 PM,BTCUSD,296,2
25/10/2015,5:00:00 PM,BTCUSD,295,7.89160092
25/10/2015,4:00:00 PM,BTCUSD,293.87,0.000848595
25/10/2015,3:00:00 PM,BTCUSD,294.1,0
25/10/2015,2:00:00 PM,BTCUSD,294.1,0
25/10/2015,1:00:00 PM,BTCUSD,294.1,0
25/10/2015,12:00:00 PM,BTCUSD,294.1,0
25/10/2015,11:00:00 AM,BTCUSD,294.1,0
25/10/2015,10:00:00 AM,BTCUSD,294.1,0
25/10/2015,9:00:00 AM,BTCUSD,294.1,25.85142807
25/10/2015,8:00:00 AM,BTCUSD,294.46,3.020396331
25/10/2015,7:00:00 AM,BTCUSD,289.4,5.763717135
25/10/2015,6:00:00 AM,BTCUSD,290,1.44501526
25/10/2015,5:00:00 AM,BTCUSD,287.01,2
25/10/2015,4:00:00 AM,BTCUSD,286.92,3.109451064
25/10/2015,3:00:00 AM,BTCUSD,287,0.32105467
26/10/2015,2:00:00 AM,BTCUSD,288.54,1.197014395
26/10/2015,1:00:00 AM,BTCUSD,288.54,1.376407779
26/10/2015,12:00:00 PM,BTCUSD,288.54,24.93769043
26/10/2015,11:00:00 PM,BTCUSD,288.91,33.58419643
26/10/2015,10:00:00 PM,BTCUSD,286,43.03549147
26/10/2015,9:00:00 PM,BTCUSD,288.89,20.25685866
26/10/2015,8:00:00 PM,BTCUSD,288.89,9.760921711
26/10/2015,7:00:00 PM,BTCUSD,290,29.441523
26/10/2015,6:00:00 PM,BTCUSD,288.89,74.60479367
26/10/2015,5:00:00 PM,BTCUSD,284.55,0
26/10/2015,4:00:00 PM,BTCUSD,284.55,0.44352135
26/10/2015,3:00:00 PM,BTCUSD,286.19,0
26/10/2015,2:00:00 PM,BTCUSD,286.19,0
26/10/2015,1:00:00 PM,BTCUSD,286.19,0
26/10/2015,12:00:00 PM,BTCUSD,286.19,0.03494182
26/10/2015,11:00:00 AM,BTCUSD,283.99,0
26/10/2015,10:00:00 AM,BTCUSD,283.99,0
26/10/2015,9:00:00 AM,BTCUSD,283.99,0
26/10/2015,8:00:00 AM,BTCUSD,283.99,0
26/10/2015,7:00:00 AM,BTCUSD,283.99,25.515
26/10/2015,6:00:00 AM,BTCUSD,285,1
26/10/2015,5:00:00 AM,BTCUSD,284.98,26.70818154
26/10/2015,4:00:00 AM,BTCUSD,287.59,47.7268591
26/10/2015,3:00:00 AM,BTCUSD,285.01,0
27/10/2015,2:00:00 AM,BTCUSD,298.22,6.51545816
27/10/2015,1:00:00 AM,BTCUSD,298.22,111.0733873
27/10/2015,12:00:00 PM,BTCUSD,298.38,120.995645
27/10/2015,11:00:00 PM,BTCUSD,295,0
27/10/2015,10:00:00 PM,BTCUSD,295,27.27991799
27/10/2015,9:00:00 PM,BTCUSD,294.82,34.56156855
27/10/2015,8:00:00 PM,BTCUSD,294.7,15.61966732
